 #please cite:
#Zhou KR, Liu S, Li B, Liu SR, Zheng WJ, Cai L, et al. An encyclopedia of RNA interactomes in ENCORI.
#Li JH, et al.starBase v2.0: decoding miRNA-ceRNA, miRNA-ncRNA and protein-RNA interaction networks from large-scale CLIP-Seq data , Nucleic Acids Res. 2014 Jan;42:D92-7.
RBP	geneID	geneName	geneType	clusterNum	clipExpNum	clipIDnum	HepG2(shRNA)	K562(shRNA)	HepG2(CRIPSR)	K562(CRIPSR)	pancancerNum
ZNF800	ENSG00000273259	AL049839.2	protein_coding	5	2	9	NA	NA	NA	NA	10
ZNF800	ENSG00000273269	AC073283.3	protein_coding	1	1	1	NA	NA	NA	NA	7
ZNF800	ENSG00000273734	AC005258.1	protein_coding	4	3	5	NA	NA	NA	NA	3
ZNF800	ENSG00000273802	H2BC8	protein_coding	1	3	3	NA	NA	NA	NA	0
ZNF800	ENSG00000274997	H2AC12	protein_coding	1	2	2	NA	NA	NA	NA	9
ZNF800	ENSG00000275023	MLLT6	protein_coding	1	1	1	NA	NA	NA	NA	27
ZNF800	ENSG00000275052	PPP4R3B	protein_coding	1	1	1	NA	NA	NA	NA	32
ZNF800	ENSG00000275342	PRAG1	protein_coding	1	1	1	NA	NA	NA	NA	18
ZNF800	ENSG00000276966	H4C5	protein_coding	1	1	1	NA	NA	NA	NA	10
ZNF800	ENSG00000277443	MARCKS	protein_coding	1	2	2	NA	NA	NA	NA	17
ZNF800	ENSG00000277957	SENP3-EIF4A1	protein_coding	2	3	4	NA	NA	NA	NA	25
ZNF800	ENSG00000278615	C11orf98	protein_coding	1	1	1	NA	NA	NA	NA	20
ZNF800	ENSG00000279765	AC013394.1	protein_coding	3	2	3	NA	NA	NA	NA	29
ZNF800	ENSG00000280987	MATR3	protein_coding	3	4	8	NA	NA	NA	-0.294	22
ZNF800	ENSG00000282988	AL031777.2	protein_coding	1	2	2	NA	NA	NA	NA	0
ZNF800	ENSG00000283515	AC020915.4	protein_coding	1	1	1	NA	NA	NA	-1.146	0
ZNF800	ENSG00000284779	AC132217.2	protein_coding	9	2	16	NA	NA	NA	NA	0
ZNF800	ENSG00000284874	AC000093.1	protein_coding	1	1	1	NA	NA	NA	0.813	0
ZNF800	ENSG00000284931	AC104389.6	protein_coding	6	2	11	NA	NA	NA	NA	0
ZNF800	ENSG00000284946	AC068831.6	protein_coding	5	3	8	NA	NA	NA	-0.314	0
ZNF800	ENSG00000285043	AC093512.2	protein_coding	5	4	16	NA	NA	NA	NA	0
ZNF800	ENSG00000285130	AL358113.1	protein_coding	3	2	3	NA	NA	NA	NA	0
ZNF800	ENSG00000285238	AC006064.6	protein_coding	7	3	10	NA	NA	NA	0.542	0
ZNF800	ENSG00000285330	AC126283.1	protein_coding	3	2	5	NA	NA	NA	NA	0
ZNF800	ENSG00000285629	AL031847.1	protein_coding	3	4	8	NA	NA	NA	NA	0
ZNF800	ENSG00000285708	AC097634.4	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285733	AL031315.1	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285772	AC000120.2	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285897	AC004687.2	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285920	AC087721.2	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285953	AC000120.3	protein_coding	1	1	1	NA	NA	NA	NA	0
ZNF800	ENSG00000285976	AL135905.2	protein_coding	2	2	3	NA	NA	NA	NA	0
ZNF800	ENSG00000288000	AL031681.2	protein_coding	2	1	2	NA	NA	NA	NA	0
ZNF800	ENSG00000288534	AP001931.2	protein_coding	4	1	4	NA	NA	NA	NA	0
