RBP,mRNA_ID_with_RBP,geneName,geneType,clusterNum,totalClipExpNum,totalClipSiteNum,clusterID,chromosome,narrowStart,narrowEnd,broadStart,broadEnd,strand,clipExpNum,HepG2(shRNA),K562(shRNA),HepG2(CRISPR),K562(CRISPR),pancancerNum,cellline/tissue
A1CF,ENSG00000138674,SEC31A,protein_coding,1,1,1,A1CF:CH65,chr4,82898161,82898200,82898161,82898200.0,-,1.0,,,,,9.0,HEK293T
A1CF,ENSG00000139746,RBM26,protein_coding,1,1,1,A1CF:CH50,chr13,79321846,79321885,79321846,79321885.0,-,1.0,,,,,22.0,HEK293T
A1CF,ENSG00000142864,SERBP1,protein_coding,3,2,4,A1CF:CH5,chr1,67409588,67409627,67409588,67409627.0,-,1.0,,,,,6.0,HEK293T
A1CF,ENSG00000142864,SERBP1,protein_coding,3,2,4,A1CF:CH6,chr1,67410760,67410799,67410760,67410799.0,-,1.0,,,,,6.0,HEK293T
A1CF,ENSG00000142864,SERBP1,protein_coding,3,2,4,A1CF:CH7,chr1,67411867,67411908,67411867,67411908.0,-,2.0,,,,,6.0,HEK293T
A1CF,ENSG00000147162,OGT,protein_coding,1,1,1,A1CF:CH101,chrX,71546155,71546194,71546155,71546194.0,+,1.0,,,,,19.0,HEK293T
A1CF,ENSG00000147548,NSD3,protein_coding,1,1,1,A1CF:CH77,chr8,38319598,38319637,38319598,38319637.0,-,1.0,,,,,15.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH20,chr10,50806747,50806786,50806747,50806786.0,-,1.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH21,chr10,50811067,50811106,50811067,50811106.0,-,1.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH22,chr10,50813866,50813915,50813866,50813915.0,-,2.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH23,chr10,50816106,50816154,50816106,50816154.0,-,2.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH24,chr10,50820603,50820642,50820603,50820642.0,-,1.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH25,chr10,50828141,50828183,50828141,50828183.0,-,2.0,,,,,32.0,HEK293T
A1CF,ENSG00000148584,A1CF,protein_coding,7,2,11,A1CF:CH26,chr10,50836198,50836240,50836198,50836240.0,-,2.0,,,,,32.0,HEK293T
A1CF,ENSG00000153187,HNRNPU,protein_coding,5,2,7,A1CF:CH15,chr1,244841654,244841695,244841654,244841695.0,-,2.0,,,,,8.0,HEK293T
A1CF,ENSG00000153187,HNRNPU,protein_coding,5,2,7,A1CF:CH16,chr1,244842175,244842214,244842175,244842214.0,-,1.0,,,,,8.0,HEK293T
A1CF,ENSG00000153187,HNRNPU,protein_coding,5,2,7,A1CF:CH17,chr1,244842942,244842994,244842942,244842994.0,-,2.0,,,,,8.0,HEK293T
A1CF,ENSG00000153187,HNRNPU,protein_coding,5,2,7,A1CF:CH18,chr1,244847697,244847736,244847697,244847736.0,-,1.0,,,,,8.0,HEK293T
A1CF,ENSG00000153187,HNRNPU,protein_coding,5,2,7,A1CF:CH19,chr1,244853903,244853942,244853903,244853942.0,-,1.0,,,,,8.0,HEK293T
A1CF,ENSG00000162601,MYSM1,protein_coding,1,1,1,A1CF:CH4,chr1,58654826,58654865,58654826,58654865.0,-,1.0,,,,,22.0,HEK293T
A1CF,ENSG00000164032,H2AZ1,protein_coding,1,1,1,A1CF:CH66,chr4,99948347,99948386,99948347,99948386.0,-,1.0,,,,,14.0,HEK293T
A1CF,ENSG00000165672,PRDX3,protein_coding,1,1,1,A1CF:CH27,chr10,119168094,119168133,119168094,119168133.0,-,1.0,,,,,11.0,HEK293T
A1CF,ENSG00000166012,TAF1D,protein_coding,1,2,2,A1CF:CH38,chr11,93733217,93733280,93733217,93733280.0,-,2.0,,,,,19.0,HEK293T
A1CF,ENSG00000174444,RPL4,protein_coding,1,1,1,A1CF:CH51,chr15,66502046,66502085,66502046,66502085.0,-,1.0,,,,,12.0,HEK293T
A1CF,ENSG00000179029,TMEM107,protein_coding,1,2,2,A1CF:CH52,chr17,8173446,8173544,8173446,8173544.0,-,2.0,,,,,11.0,HEK293T
A1CF,ENSG00000182670,TTC3,protein_coding,1,1,1,A1CF:CH62,chr21,37075991,37076030,37075991,37076030.0,+,1.0,,,,,14.0,HEK293T
A1CF,ENSG00000197111,PCBP2,protein_coding,1,1,1,A1CF:CH41,chr12,53479555,53479594,53479555,53479594.0,+,1.0,,,,,7.0,HEK293T
A1CF,ENSG00000198242,RPL23A,protein_coding,1,1,1,A1CF:CH54,chr17,28723701,28723740,28723701,28723740.0,+,1.0,,,,,12.0,HEK293T
A1CF,ENSG00000198712,MT-CO2,protein_coding,1,1,1,A1CF:CH86,chrM,7700,7739,7700,7739.0,+,1.0,,,,,8.0,HEK293T
A1CF,ENSG00000198727,MT-CYB,protein_coding,1,2,2,A1CF:CH97,chrM,15813,15854,15813,15854.0,+,2.0,,,,,10.0,HEK293T
A1CF,ENSG00000198763,MT-ND2,protein_coding,2,2,3,A1CF:CH84,chrM,4716,4755,4716,4755.0,+,1.0,,,,,9.0,HEK293T
A1CF,ENSG00000198763,MT-ND2,protein_coding,2,2,3,A1CF:CH85,chrM,5369,5411,5369,5411.0,+,2.0,,,,,9.0,HEK293T
A1CF,ENSG00000198786,MT-ND5,protein_coding,4,2,7,A1CF:CH91,chrM,12342,12381,12342,12381.0,+,1.0,,,,,11.0,HEK293T
A1CF,ENSG00000198786,MT-ND5,protein_coding,4,2,7,A1CF:CH93,chrM,12685,12725,12685,12725.0,+,2.0,,,,,11.0,HEK293T
A1CF,ENSG00000198786,MT-ND5,protein_coding,4,2,7,A1CF:CH94,chrM,13656,13877,13656,13877.0,+,2.0,,,,,11.0,HEK293T
A1CF,ENSG00000198786,MT-ND5,protein_coding,4,2,7,A1CF:CH95,chrM,14108,14147,14108,14147.0,+,1.0,,,,,11.0,HEK293T
A1CF,ENSG00000198886,MT-ND4,protein_coding,1,1,1,A1CF:CH90,chrM,12007,12046,12007,12046.0,+,1.0,,,,,8.0,HEK293T
A1CF,ENSG00000204370,SDHD,protein_coding,1,1,1,A1CF:CH39,chr11,112095585,112095624,112095585,112095624.0,+,1.0,,,,,14.0,HEK293T
A1CF,ENSG00000205268,PDE7A,protein_coding,1,1,1,A1CF:CH78,chr8,65729224,65729263,65729224,65729263.0,-,1.0,,,,,18.0,HEK293T
A1CF,ENSG00000215472,RPL17-C18orf32,protein_coding,1,1,1,A1CF:CH59,chr18,49491691,49491730,49491691,49491730.0,-,1.0,,,,,2.0,HEK293T
A1CF,ENSG00000244754,N4BP2L2,protein_coding,2,1,2,A1CF:CH48,chr13,32524354,32524393,32524354,32524393.0,-,1.0,,,,,22.0,HEK293T
A1CF,ENSG00000244754,N4BP2L2,protein_coding,2,1,2,A1CF:CH49,chr13,32526340,32526379,32526340,32526379.0,-,1.0,,,,,22.0,HEK293T
A1CF,ENSG00000255292,AP002884.2,protein_coding,1,1,1,A1CF:CH39,chr11,112095585,112095624,112095585,112095624.0,+,1.0,,,,,10.0,HEK293T
A1CF,ENSG00000265681,RPL17,protein_coding,1,1,1,A1CF:CH59,chr18,49491691,49491730,49491691,49491730.0,-,1.0,,,,,10.0,HEK293T
A1CF,ENSG00000266086,AC015813.2,protein_coding,3,2,4,A1CF:CH55,chr17,58002289,58002328,58002289,58002328.0,-,1.0,,,,,10.0,HEK293T
A1CF,ENSG00000266086,AC015813.2,protein_coding,3,2,4,A1CF:CH56,chr17,58003598,58003641,58003598,58003641.0,-,2.0,,,,,10.0,HEK293T
A1CF,ENSG00000266086,AC015813.2,protein_coding,3,2,4,A1CF:CH57,chr17,58004257,58004296,58004257,58004296.0,-,1.0,,,,,10.0,HEK293T
AATF,ENSG00000002834,LASP1,protein_coding,1,1,1,AATF:CH222,chr17,38919906,38919945,38919906,38919945.0,+,1.0,0.32,,,,25.0,K562
AATF,ENSG00000005206,SPPL2B,protein_coding,1,1,1,AATF:CH254,chr19,2336737,2336776,2336737,2336776.0,+,1.0,,,,,18.0,K562
AATF,ENSG00000007541,PIGQ,protein_coding,1,2,2,AATF:CH168,chr16,571135,571190,571135,571190.0,+,2.0,-0.718,,,,19.0,K562
AATF,ENSG00000008838,MED24,protein_coding,1,2,2,AATF:CH223,chr17,40027550,40027611,40027550,40027611.0,-,2.0,,,,,27.0,K562
AATF,ENSG00000008988,RPS20,protein_coding,1,2,2,AATF:CH510,chr8,56073824,56073879,56073824,56073879.0,-,2.0,,,,,25.0,K562
AATF,ENSG00000010292,NCAPD2,protein_coding,1,2,6,AATF:CH116,chr12,6510235,6510487,6510235,6510487.0,+,2.0,-0.341,,,,24.0,K562
AATF,ENSG00000010310,GIPR,protein_coding,1,1,1,AATF:CH275,chr19,45670800,45670839,45670800,45670839.0,+,1.0,,,,,14.0,K562
AATF,ENSG00000026297,RNASET2,protein_coding,1,1,1,AATF:CH485,chr6,166955324,166955363,166955324,166955363.0,-,1.0,-0.432,,,,14.0,K562
AATF,ENSG00000048471,SNX29,protein_coding,1,1,1,AATF:CH177,chr16,12261255,12261294,12261255,12261294.0,+,1.0,,,,,14.0,K562
AATF,ENSG00000048707,VPS13D,protein_coding,1,2,2,AATF:CH6,chr1,12507316,12507374,12507316,12507374.0,+,2.0,0.462,,,,20.0,K562
AATF,ENSG00000055044,NOP58,protein_coding,4,2,8,AATF:CH314,chr2,202276454,202276493,202276454,202276493.0,+,1.0,,,,,29.0,K562
AATF,ENSG00000055044,NOP58,protein_coding,4,2,8,AATF:CH315,chr2,202278131,202278172,202278131,202278172.0,+,2.0,,,,,29.0,K562
AATF,ENSG00000055044,NOP58,protein_coding,4,2,8,AATF:CH316,chr2,202291360,202291401,202291360,202291401.0,+,2.0,,,,,29.0,K562
AATF,ENSG00000055044,NOP58,protein_coding,4,2,8,AATF:CH317,chr2,202293053,202293114,202293053,202293114.0,+,1.0,,,,,29.0,K562
AATF,ENSG00000060339,CCAR1,protein_coding,1,2,3,AATF:CH61,chr10,68755182,68755239,68755182,68755239.0,+,2.0,,,,,17.0,K562
AATF,ENSG00000063046,EIF4B,protein_coding,1,2,2,AATF:CH123,chr12,53040794,53040854,53040794,53040854.0,+,2.0,0.319,,,,15.0,K562
AATF,ENSG00000063438,AHRR,protein_coding,1,1,1,AATF:CH440,chr5,415567,415606,415567,415606.0,+,1.0,,,,,15.0,K562
AATF,ENSG00000064932,SBNO2,protein_coding,1,2,2,AATF:CH247,chr19,1165974,1166039,1165974,1166039.0,-,2.0,-0.707,,,,15.0,K562
AATF,ENSG00000068878,PSME4,protein_coding,1,1,1,AATF:CH295,chr2,53970740,53970779,53970740,53970779.0,-,1.0,,,,,19.0,K562
AATF,ENSG00000071894,CPSF1,protein_coding,1,1,1,AATF:CH515,chr8,144398200,144398239,144398200,144398239.0,-,1.0,-0.538,,,,20.0,K562
AATF,ENSG00000072274,TFRC,protein_coding,1,1,1,AATF:CH426,chr3,196069366,196069405,196069366,196069405.0,-,1.0,-0.519,,,,14.0,K562
AATF,ENSG00000072609,CHFR,protein_coding,1,1,1,AATF:CH137,chr12,132828138,132828177,132828138,132828177.0,-,1.0,,,,,14.0,K562
AATF,ENSG00000073921,PICALM,protein_coding,1,1,1,AATF:CH107,chr11,86068793,86068832,86068793,86068832.0,-,1.0,0.166,,,,19.0,K562
AATF,ENSG00000075415,SLC25A3,protein_coding,1,2,2,AATF:CH129,chr12,98599778,98599819,98599778,98599819.0,+,2.0,,,,,23.0,K562
AATF,ENSG00000075624,ACTB,protein_coding,1,2,2,AATF:CH491,chr7,5530180,5530406,5530180,5530406.0,-,2.0,,,,,14.0,K562
AATF,ENSG00000076108,BAZ2A,protein_coding,1,1,1,AATF:CH124,chr12,56597609,56597648,56597609,56597648.0,-,1.0,0.246,,,,16.0,K562
AATF,ENSG00000076944,STXBP2,protein_coding,1,2,3,AATF:CH258,chr19,7640524,7640592,7640524,7640592.0,+,2.0,-0.317,,,,20.0,K562
AATF,ENSG00000077312,SNRPA,protein_coding,1,2,4,AATF:CH274,chr19,40765285,40765332,40765285,40765332.0,+,2.0,-0.229,,,,29.0,K562
AATF,ENSG00000077713,SLC25A43,protein_coding,1,1,1,AATF:CH556,chrX,119423816,119423816,119423816,119423816.0,+,1.0,,,,,18.0,K562
AATF,ENSG00000079459,FDFT1,protein_coding,1,1,1,AATF:CH507,chr8,11810567,11810606,11810567,11810606.0,+,1.0,-0.455,,,,17.0,K562
AATF,ENSG00000080824,HSP90AA1,protein_coding,1,1,1,AATF:CH156,chr14,102086883,102086922,102086883,102086922.0,-,1.0,,,,,23.0,K562
AATF,ENSG00000082898,XPO1,protein_coding,2,2,2,AATF:CH296,chr2,61537225,61537264,61537225,61537264.0,-,1.0,0.266,0.328,,,17.0,K562
AATF,ENSG00000082898,XPO1,protein_coding,2,2,2,AATF:CH297,chr2,61537499,61537499,61537499,61537499.0,-,1.0,0.266,0.328,,,17.0,K562
AATF,ENSG00000085978,ATG16L1,protein_coding,2,2,7,AATF:CH325,chr2,233275887,233275897,233275887,233275897.0,+,2.0,,-0.445,,,17.0,K562
AATF,ENSG00000085978,ATG16L1,protein_coding,2,2,7,AATF:CH326,chr2,233288831,233288880,233288831,233288880.0,+,2.0,,-0.445,,,17.0,K562
AATF,ENSG00000087086,FTL,protein_coding,1,2,2,AATF:CH280,chr19,48966644,48966683,48966644,48966683.0,+,2.0,-0.723,,,,18.0,K562
AATF,ENSG00000087884,AAMDC,protein_coding,1,2,5,AATF:CH105,chr11,77886581,77886603,77886581,77886603.0,+,2.0,,,,,24.0,K562
AATF,ENSG00000089006,SNX5,protein_coding,1,2,4,AATF:CH333,chr20,17962752,17962918,17962752,17962918.0,-,2.0,0.443,,,,15.0,K562
AATF,ENSG00000089280,FUS,protein_coding,2,2,2,AATF:CH182,chr16,31186025,31186064,31186025,31186064.0,+,1.0,,,,,23.0,K562
AATF,ENSG00000089280,FUS,protein_coding,2,2,2,AATF:CH183,chr16,31186970,31187009,31186970,31187009.0,+,1.0,,,,,23.0,K562
AATF,ENSG00000090615,GOLGA3,protein_coding,1,1,1,AATF:CH137,chr12,132828138,132828177,132828138,132828177.0,-,1.0,-0.299,,,,12.0,K562
AATF,ENSG00000090621,PABPC4,protein_coding,1,2,2,AATF:CH20,chr1,39567419,39567461,39567419,39567461.0,-,2.0,,-0.107,,,24.0,K562
AATF,ENSG00000095485,CWF19L1,protein_coding,1,2,2,AATF:CH63,chr10,100237162,100237208,100237162,100237208.0,-,2.0,,,,,25.0,K562
AATF,ENSG00000096384,HSP90AB1,protein_coding,1,2,2,AATF:CH475,chr6,44253718,44253767,44253718,44253767.0,+,2.0,,,,,24.0,K562
AATF,ENSG00000097007,ABL1,protein_coding,1,1,1,AATF:CH527,chr9,130886034,130886073,130886034,130886073.0,+,1.0,-0.353,,,,20.0,K562
AATF,ENSG00000099901,RANBP1,protein_coding,2,2,5,AATF:CH395,chr22,20123509,20123550,20123509,20123550.0,+,2.0,-0.395,,,,24.0,K562
AATF,ENSG00000099901,RANBP1,protein_coding,2,2,5,AATF:CH396,chr22,20126430,20126505,20126430,20126505.0,+,2.0,-0.395,,,,24.0,K562
AATF,ENSG00000100316,RPL3,protein_coding,4,2,9,AATF:CH398,chr22,39313842,39313881,39313842,39313881.0,-,2.0,-0.185,,,,19.0,K562
AATF,ENSG00000100316,RPL3,protein_coding,4,2,9,AATF:CH399,chr22,39315238,39315304,39315238,39315304.0,-,2.0,-0.185,,,,19.0,K562
AATF,ENSG00000100316,RPL3,protein_coding,4,2,9,AATF:CH400,chr22,39317541,39317580,39317541,39317580.0,-,1.0,-0.185,,,,19.0,K562
AATF,ENSG00000100316,RPL3,protein_coding,4,2,9,AATF:CH401,chr22,39319035,39319092,39319035,39319092.0,-,2.0,-0.185,,,,19.0,K562
AATF,ENSG00000100600,LGMN,protein_coding,1,1,1,AATF:CH154,chr14,92719321,92719321,92719321,92719321.0,-,1.0,0.471,,,,11.0,K562
AATF,ENSG00000100650,SRSF5,protein_coding,1,2,2,AATF:CH152,chr14,69771570,69771628,69771570,69771628.0,+,2.0,,,,,13.0,K562
AATF,ENSG00000100664,EIF5,protein_coding,1,2,2,AATF:CH157,chr14,103337918,103337957,103337918,103337957.0,+,2.0,,,,,14.0,K562
AATF,ENSG00000100814,CCNB1IP1,protein_coding,1,2,3,AATF:CH149,chr14,20323205,20323267,20323205,20323267.0,-,2.0,0.57,,,,19.0,K562
AATF,ENSG00000101361,NOP56,protein_coding,4,2,8,AATF:CH329,chr20,2654230,2654269,2654230,2654269.0,+,2.0,,,,,30.0,K562
AATF,ENSG00000101361,NOP56,protein_coding,4,2,8,AATF:CH330,chr20,2655133,2655172,2655133,2655172.0,+,2.0,,,,,30.0,K562
AATF,ENSG00000101361,NOP56,protein_coding,4,2,8,AATF:CH331,chr20,2656639,2656678,2656639,2656678.0,+,2.0,,,,,30.0,K562
AATF,ENSG00000101361,NOP56,protein_coding,4,2,8,AATF:CH332,chr20,2656954,2656994,2656954,2656994.0,+,2.0,,,,,30.0,K562
AATF,ENSG00000102144,PGK1,protein_coding,1,2,2,AATF:CH554,chrX,78125182,78125256,78125182,78125256.0,+,2.0,,0.226,,,19.0,K562
AATF,ENSG00000103365,GGA2,protein_coding,1,2,2,AATF:CH179,chr16,23467344,23467387,23467344,23467387.0,-,2.0,,,,,10.0,K562
AATF,ENSG00000104714,ERICH1,protein_coding,2,2,9,AATF:CH505,chr8,699998,700188,699998,700188.0,-,2.0,,,,,13.0,K562
AATF,ENSG00000104714,ERICH1,protein_coding,2,2,9,AATF:CH506,chr8,700532,700608,700532,700608.0,-,2.0,,,,,13.0,K562
AATF,ENSG00000104852,SNRNP70,protein_coding,2,2,3,AATF:CH281,chr19,49103448,49103509,49103448,49103509.0,+,2.0,,,,,22.0,K562
AATF,ENSG00000104852,SNRNP70,protein_coding,2,2,3,AATF:CH282,chr19,49104384,49104423,49104384,49104423.0,+,1.0,,,,,22.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH248,chr19,2269775,2269775,2269775,2269775.0,+,1.0,-0.385,,,,24.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH249,chr19,2270238,2270238,2270238,2270238.0,+,1.0,-0.385,,,,24.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH250,chr19,2270524,2270524,2270524,2270524.0,+,1.0,-0.385,,,,24.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH251,chr19,2270908,2271143,2270908,2271143.0,+,2.0,-0.385,,,,24.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH252,chr19,2272058,2272097,2272058,2272097.0,+,1.0,-0.385,,,,24.0,K562
AATF,ENSG00000104904,OAZ1,protein_coding,6,2,7,AATF:CH253,chr19,2272936,2272975,2272936,2272975.0,+,1.0,-0.385,,,,24.0,K562
AATF,ENSG00000105220,GPI,protein_coding,5,2,10,AATF:CH269,chr19,34383157,34383196,34383157,34383196.0,+,1.0,-0.302,,,,25.0,K562
AATF,ENSG00000105220,GPI,protein_coding,5,2,10,AATF:CH270,chr19,34384379,34384421,34384379,34384421.0,+,2.0,-0.302,,,,25.0,K562
AATF,ENSG00000105220,GPI,protein_coding,5,2,10,AATF:CH271,chr19,34385966,34386025,34385966,34386025.0,+,2.0,-0.302,,,,25.0,K562
AATF,ENSG00000105220,GPI,protein_coding,5,2,10,AATF:CH272,chr19,34391903,34392087,34391903,34392087.0,+,2.0,-0.302,,,,25.0,K562
AATF,ENSG00000105220,GPI,protein_coding,5,2,10,AATF:CH273,chr19,34392738,34392738,34392738,34392738.0,+,1.0,-0.302,,,,25.0,K562
AATF,ENSG00000105281,SLC1A5,protein_coding,1,1,1,AATF:CH276,chr19,46775015,46775054,46775015,46775054.0,-,1.0,0.186,,,,21.0,K562
AATF,ENSG00000105327,BBC3,protein_coding,2,2,3,AATF:CH277,chr19,47228822,47228880,47228822,47228880.0,-,2.0,,,,,16.0,K562
AATF,ENSG00000105327,BBC3,protein_coding,2,2,3,AATF:CH278,chr19,47230514,47230553,47230514,47230553.0,-,1.0,,,,,16.0,K562
AATF,ENSG00000105373,NOP53,protein_coding,1,2,3,AATF:CH279,chr19,47755885,47755943,47755885,47755943.0,+,2.0,,,,,22.0,K562
AATF,ENSG00000105576,TNPO2,protein_coding,2,2,5,AATF:CH261,chr19,12703597,12703668,12703597,12703668.0,-,2.0,,,,,16.0,K562
AATF,ENSG00000105576,TNPO2,protein_coding,2,2,5,AATF:CH262,chr19,12706450,12706517,12706450,12706517.0,-,2.0,,,,,16.0,K562
AATF,ENSG00000105640,RPL18A,protein_coding,1,2,5,AATF:CH264,chr19,17862649,17862682,17862649,17862682.0,+,2.0,,,,,26.0,K562
AATF,ENSG00000105655,ISYNA1,protein_coding,1,2,2,AATF:CH265,chr19,18437419,18437461,18437419,18437461.0,-,2.0,-0.804,,,,19.0,K562
AATF,ENSG00000106012,IQCE,protein_coding,1,1,1,AATF:CH489,chr7,2577739,2577778,2577739,2577778.0,+,1.0,,,,,20.0,K562
AATF,ENSG00000106462,EZH2,protein_coding,1,1,1,AATF:CH503,chr7,148825967,148826006,148825967,148826006.0,-,1.0,,,,,24.0,K562
AATF,ENSG00000107404,DVL1,protein_coding,1,2,2,AATF:CH3,chr1,1340919,1341017,1340919,1341017.0,-,2.0,-0.94,,,,16.0,K562
AATF,ENSG00000107581,EIF3A,protein_coding,1,2,2,AATF:CH64,chr10,119060005,119060066,119060005,119060066.0,-,2.0,0.165,,,,17.0,K562
AATF,ENSG00000108848,LUC7L3,protein_coding,1,2,2,AATF:CH227,chr17,50750718,50750773,50750718,50750773.0,+,2.0,,,,,18.0,K562
AATF,ENSG00000109332,UBE2D3,protein_coding,1,1,1,AATF:CH435,chr4,102827246,102827285,102827246,102827285.0,-,1.0,,,,,15.0,K562
AATF,ENSG00000109685,NSD2,protein_coding,1,1,1,AATF:CH429,chr4,1872028,1872067,1872028,1872067.0,+,1.0,,,,,16.0,K562
AATF,ENSG00000109971,HSPA8,protein_coding,3,2,10,AATF:CH113,chr11,123058092,123058161,123058092,123058161.0,-,2.0,,,,,15.0,K562
AATF,ENSG00000109971,HSPA8,protein_coding,3,2,10,AATF:CH114,chr11,123058946,123058995,123058946,123058995.0,-,2.0,,,,,15.0,K562
AATF,ENSG00000109971,HSPA8,protein_coding,3,2,10,AATF:CH115,chr11,123059349,123059388,123059349,123059388.0,-,2.0,,,,,15.0,K562
AATF,ENSG00000110321,EIF4G2,protein_coding,1,2,2,AATF:CH76,chr11,10801465,10801515,10801465,10801515.0,-,2.0,,,,,17.0,K562
